,day,day_str,hour,hour_str,is_eight,is_eighteen,is_nine,is_seventeen,minute,minute_str,vehicle_model0,vehicle_model1,vehicle_model2,vehicle_model3,vehicle_model4,vehicle_model5,volume0,volume1,volume2,volume3,volume4,volume5,week,week_str,weekend,y,volume5_0,volume5_1,volume5_2,volume5_3
596,4,4D,9,9H,0,0,1,0,0,0M,22.0,11.0,28.0,23.0,19.0,28.0,11.0,6.0,15.0,19.0,15.0,20.0,1,1W,0,26.0,16.0,12.0,105.0,118.0
597,4,4D,9,9H,0,0,1,0,20,20M,11.0,28.0,23.0,19.0,28.0,57.0,6.0,15.0,19.0,15.0,20.0,35.0,1,1W,0,25.0,20.0,17.0,123.0,144.0
598,4,4D,9,9H,0,0,1,0,40,40M,28.0,23.0,19.0,28.0,57.0,43.0,15.0,19.0,15.0,20.0,35.0,26.0,1,1W,0,23.0,19.0,15.0,130.0,117.0
599,4,4D,10,10H,0,0,0,0,0,0M,23.0,19.0,28.0,57.0,43.0,52.0,19.0,15.0,20.0,35.0,26.0,25.0,1,1W,0,17.0,23.0,8.0,111.0,109.0
600,4,4D,10,10H,0,0,0,0,20,20M,19.0,28.0,57.0,43.0,52.0,30.0,15.0,20.0,35.0,26.0,25.0,23.0,1,1W,0,25.0,17.0,16.0,121.0,94.0
601,4,4D,10,10H,0,0,0,0,40,40M,28.0,57.0,43.0,52.0,30.0,28.0,20.0,35.0,26.0,25.0,23.0,17.0,1,1W,0,20.0,13.0,8.0,80.0,80.0
602,4,4D,11,11H,0,0,0,0,0,0M,57.0,43.0,52.0,30.0,28.0,36.0,35.0,26.0,25.0,23.0,17.0,25.0,1,1W,0,16.0,31.0,10.0,91.0,69.0
603,4,4D,11,11H,0,0,0,0,20,20M,43.0,52.0,30.0,28.0,36.0,22.0,26.0,25.0,23.0,17.0,25.0,20.0,1,1W,0,16.0,23.0,10.0,77.0,88.0
604,4,4D,11,11H,0,0,0,0,40,40M,52.0,30.0,28.0,36.0,22.0,22.0,25.0,23.0,17.0,25.0,20.0,16.0,1,1W,0,23.0,28.0,15.0,85.0,55.0
605,4,4D,12,12H,0,0,0,0,0,0M,30.0,28.0,36.0,22.0,22.0,26.0,23.0,17.0,25.0,20.0,16.0,16.0,1,1W,0,22.0,25.0,8.0,81.0,51.0
606,4,4D,12,12H,0,0,0,0,20,20M,28.0,36.0,22.0,22.0,26.0,44.0,17.0,25.0,20.0,16.0,16.0,23.0,1,1W,0,19.0,22.0,12.0,68.0,79.0
607,4,4D,12,12H,0,0,0,0,40,40M,36.0,22.0,22.0,26.0,44.0,25.0,25.0,20.0,16.0,16.0,23.0,22.0,1,1W,0,27.0,22.0,15.0,97.0,96.0
608,4,4D,13,13H,0,0,0,0,0,0M,22.0,22.0,26.0,44.0,25.0,33.0,20.0,16.0,16.0,23.0,22.0,19.0,1,1W,0,8.0,28.0,12.0,83.0,90.0
609,4,4D,13,13H,0,0,0,0,20,20M,22.0,26.0,44.0,25.0,33.0,38.0,16.0,16.0,23.0,22.0,19.0,27.0,1,1W,0,26.0,31.0,19.0,94.0,84.0
610,4,4D,13,13H,0,0,0,0,40,40M,26.0,44.0,25.0,33.0,38.0,12.0,16.0,23.0,22.0,19.0,27.0,8.0,1,1W,0,30.0,24.0,11.0,83.0,95.0
611,4,4D,14,14H,0,0,0,0,0,0M,44.0,25.0,33.0,38.0,12.0,27.0,23.0,22.0,19.0,27.0,8.0,26.0,1,1W,0,23.0,26.0,10.0,76.0,91.0
612,4,4D,14,14H,0,0,0,0,20,20M,25.0,33.0,38.0,12.0,27.0,47.0,22.0,19.0,27.0,8.0,26.0,30.0,1,1W,0,29.0,22.0,14.0,95.0,99.0
613,4,4D,14,14H,0,0,0,0,40,40M,33.0,38.0,12.0,27.0,47.0,28.0,19.0,27.0,8.0,26.0,30.0,23.0,1,1W,0,25.0,31.0,11.0,98.0,82.0
614,4,4D,15,15H,0,0,0,0,0,0M,38.0,12.0,27.0,47.0,28.0,42.0,27.0,8.0,26.0,30.0,23.0,29.0,1,1W,0,19.0,22.0,8.0,84.0,86.0
615,4,4D,15,15H,0,0,0,0,20,20M,12.0,27.0,47.0,28.0,42.0,39.0,8.0,26.0,30.0,23.0,29.0,25.0,1,1W,0,28.0,28.0,19.0,83.0,91.0
616,4,4D,15,15H,0,0,0,0,40,40M,27.0,47.0,28.0,42.0,39.0,38.0,26.0,30.0,23.0,29.0,25.0,19.0,1,1W,0,24.0,23.0,17.0,93.0,75.0
617,4,4D,16,16H,0,0,0,0,0,0M,47.0,28.0,42.0,39.0,38.0,50.0,30.0,23.0,29.0,25.0,19.0,28.0,1,1W,0,16.0,37.0,13.0,86.0,106.0
618,4,4D,16,16H,0,0,0,0,20,20M,28.0,42.0,39.0,38.0,50.0,30.0,23.0,29.0,25.0,19.0,28.0,24.0,1,1W,0,15.0,24.0,20.0,97.0,70.0
619,4,4D,16,16H,0,0,0,0,40,40M,42.0,39.0,38.0,50.0,30.0,20.0,29.0,25.0,19.0,28.0,24.0,16.0,1,1W,0,20.0,23.0,8.0,94.0,72.0
620,4,4D,17,17H,0,0,0,1,0,0M,39.0,38.0,50.0,30.0,20.0,23.0,25.0,19.0,28.0,24.0,16.0,15.0,1,1W,0,8.0,19.0,8.0,110.0,91.0
621,4,4D,17,17H,0,0,0,1,20,20M,38.0,50.0,30.0,20.0,23.0,37.0,19.0,28.0,24.0,16.0,15.0,20.0,1,1W,0,7.0,22.0,9.0,86.0,84.0
622,4,4D,17,17H,0,0,0,1,40,40M,50.0,30.0,20.0,23.0,37.0,12.0,28.0,24.0,16.0,15.0,20.0,8.0,1,1W,0,18.0,14.0,11.0,96.0,76.0
623,4,4D,18,18H,0,1,0,0,0,0M,30.0,20.0,23.0,37.0,12.0,13.0,24.0,16.0,15.0,20.0,8.0,7.0,1,1W,0,15.0,9.0,12.0,107.0,73.0
624,4,4D,18,18H,0,1,0,0,20,20M,20.0,23.0,37.0,12.0,13.0,25.0,16.0,15.0,20.0,8.0,7.0,18.0,1,1W,0,11.0,7.0,6.0,111.0,82.0
625,4,4D,18,18H,0,1,0,0,40,40M,23.0,37.0,12.0,13.0,25.0,25.0,15.0,20.0,8.0,7.0,18.0,15.0,1,1W,0,7.0,12.0,11.0,76.0,83.0
626,4,4D,19,19H,0,0,0,0,0,0M,37.0,12.0,13.0,25.0,25.0,20.0,20.0,8.0,7.0,18.0,15.0,11.0,1,1W,0,18.0,20.0,6.0,68.0,81.0
627,4,4D,19,19H,0,0,0,0,20,20M,12.0,13.0,25.0,25.0,20.0,8.0,8.0,7.0,18.0,15.0,11.0,7.0,1,1W,0,12.0,11.0,6.0,56.0,83.0
628,4,4D,19,19H,0,0,0,0,40,40M,13.0,25.0,25.0,20.0,8.0,35.0,7.0,18.0,15.0,11.0,7.0,18.0,1,1W,0,15.0,11.0,13.0,15.0,53.0
629,4,4D,20,20H,0,0,0,0,0,0M,25.0,25.0,20.0,8.0,35.0,16.0,18.0,15.0,11.0,7.0,18.0,12.0,1,1W,0,9.0,8.0,7.0,37.0,56.0
630,4,4D,20,20H,0,0,0,0,20,20M,25.0,20.0,8.0,35.0,16.0,16.0,15.0,11.0,7.0,18.0,12.0,15.0,1,1W,0,8.0,16.0,11.0,17.0,48.0
631,4,4D,20,20H,0,0,0,0,40,40M,20.0,8.0,35.0,16.0,16.0,11.0,11.0,7.0,18.0,12.0,15.0,9.0,1,1W,0,10.0,10.0,8.0,19.0,62.0
632,4,4D,21,21H,0,0,0,0,0,0M,8.0,35.0,16.0,16.0,11.0,14.0,7.0,18.0,12.0,15.0,9.0,8.0,1,1W,0,5.0,14.0,8.0,52.0,34.0
633,4,4D,21,21H,0,0,0,0,20,20M,35.0,16.0,16.0,11.0,14.0,22.0,18.0,12.0,15.0,9.0,8.0,10.0,1,1W,0,7.0,11.0,8.0,22.0,38.0
634,4,4D,21,21H,0,0,0,0,40,40M,16.0,16.0,11.0,14.0,22.0,7.0,12.0,15.0,9.0,8.0,10.0,5.0,1,1W,0,11.0,6.0,7.0,18.0,39.0
635,4,4D,22,22H,0,0,0,0,0,0M,16.0,11.0,14.0,22.0,7.0,11.0,15.0,9.0,8.0,10.0,5.0,7.0,1,1W,0,3.0,10.0,14.0,29.0,23.0
636,4,4D,22,22H,0,0,0,0,20,20M,11.0,14.0,22.0,7.0,11.0,25.0,9.0,8.0,10.0,5.0,7.0,11.0,1,1W,0,5.0,7.0,7.0,28.0,45.0
637,4,4D,22,22H,0,0,0,0,40,40M,14.0,22.0,7.0,11.0,25.0,6.0,8.0,10.0,5.0,7.0,11.0,3.0,1,1W,0,6.0,2.0,7.0,19.0,20.0
638,4,4D,23,23H,0,0,0,0,0,0M,22.0,7.0,11.0,25.0,6.0,10.0,10.0,5.0,7.0,11.0,3.0,5.0,1,1W,0,4.0,4.0,6.0,24.0,30.0
639,4,4D,23,23H,0,0,0,0,20,20M,7.0,11.0,25.0,6.0,10.0,6.0,5.0,7.0,11.0,3.0,5.0,6.0,1,1W,0,5.0,10.0,3.0,20.0,20.0
640,4,4D,23,23H,0,0,0,0,40,40M,11.0,25.0,6.0,10.0,6.0,9.0,7.0,11.0,3.0,5.0,6.0,4.0,1,1W,0,4.0,4.0,2.0,15.0,17.0
641,5,5D,0,0H,0,0,0,0,0,0M,25.0,6.0,10.0,6.0,9.0,11.0,11.0,3.0,5.0,6.0,4.0,5.0,2,2W,0,41.0,1.0,2.0,13.0,9.0
642,5,5D,0,0H,0,0,0,0,20,20M,6.0,10.0,6.0,9.0,11.0,9.0,3.0,5.0,6.0,4.0,5.0,4.0,2,2W,0,39.0,0.0,5.0,10.0,14.0
643,5,5D,0,0H,0,0,0,0,40,40M,10.0,6.0,9.0,11.0,9.0,67.0,5.0,6.0,4.0,5.0,4.0,41.0,2,2W,0,15.0,46.0,25.0,296.0,132.0
644,5,5D,1,1H,0,0,0,0,0,0M,6.0,9.0,11.0,9.0,67.0,67.0,6.0,4.0,5.0,4.0,41.0,39.0,2,2W,0,1.0,35.0,13.0,279.0,95.0
645,5,5D,1,1H,0,0,0,0,20,20M,9.0,11.0,9.0,67.0,67.0,20.0,4.0,5.0,4.0,41.0,39.0,15.0,2,2W,0,2.0,28.0,18.0,239.0,75.0
646,5,5D,1,1H,0,0,0,0,40,40M,11.0,9.0,67.0,67.0,20.0,1.0,5.0,4.0,41.0,39.0,15.0,1.0,2,2W,0,4.0,5.0,2.0,6.0,7.0
647,5,5D,2,2H,0,0,0,0,0,0M,9.0,67.0,67.0,20.0,1.0,4.0,4.0,41.0,39.0,15.0,1.0,2.0,2,2W,0,5.0,0.0,5.0,9.0,7.0
648,5,5D,2,2H,0,0,0,0,20,20M,67.0,67.0,20.0,1.0,4.0,17.0,41.0,39.0,15.0,1.0,2.0,4.0,2,2W,0,3.0,1.0,1.0,6.0,6.0
649,5,5D,2,2H,0,0,0,0,40,40M,67.0,20.0,1.0,4.0,17.0,18.0,39.0,15.0,1.0,2.0,4.0,5.0,2,2W,0,2.0,3.0,6.0,4.0,9.0
650,5,5D,3,3H,0,0,0,0,0,0M,20.0,1.0,4.0,17.0,18.0,5.0,15.0,1.0,2.0,4.0,5.0,3.0,2,2W,0,4.0,6.0,1.0,11.0,6.0
651,5,5D,3,3H,0,0,0,0,20,20M,1.0,4.0,17.0,18.0,5.0,8.0,1.0,2.0,4.0,5.0,3.0,2.0,2,2W,0,1.0,3.0,1.0,8.0,10.0
652,5,5D,3,3H,0,0,0,0,40,40M,4.0,17.0,18.0,5.0,8.0,10.0,2.0,4.0,5.0,3.0,2.0,4.0,2,2W,0,8.0,4.0,1.0,3.0,4.0
653,5,5D,4,4H,0,0,0,0,0,0M,17.0,18.0,5.0,8.0,10.0,3.0,4.0,5.0,3.0,2.0,4.0,1.0,2,2W,0,1.0,4.0,1.0,7.0,8.0
654,5,5D,4,4H,0,0,0,0,20,20M,18.0,5.0,8.0,10.0,3.0,28.0,5.0,3.0,2.0,4.0,1.0,8.0,2,2W,0,2.0,5.0,5.0,4.0,7.0
655,5,5D,4,4H,0,0,0,0,40,40M,5.0,8.0,10.0,3.0,28.0,5.0,3.0,2.0,4.0,1.0,8.0,1.0,2,2W,0,13.0,6.0,4.0,8.0,10.0
656,5,5D,5,5H,0,0,0,0,0,0M,8.0,10.0,3.0,28.0,5.0,4.0,2.0,4.0,1.0,8.0,1.0,2.0,2,2W,0,6.0,5.0,5.0,8.0,6.0
657,5,5D,5,5H,0,0,0,0,20,20M,10.0,3.0,28.0,5.0,4.0,37.0,4.0,1.0,8.0,1.0,2.0,13.0,2,2W,0,5.0,3.0,6.0,6.0,10.0
658,5,5D,5,5H,0,0,0,0,40,40M,3.0,28.0,5.0,4.0,37.0,17.0,1.0,8.0,1.0,2.0,13.0,6.0,2,2W,0,9.0,8.0,4.0,11.0,8.0
659,5,5D,6,6H,0,0,0,0,0,0M,28.0,5.0,4.0,37.0,17.0,17.0,8.0,1.0,2.0,13.0,6.0,5.0,2,2W,0,13.0,8.0,6.0,9.0,14.0
660,5,5D,6,6H,0,0,0,0,20,20M,5.0,4.0,37.0,17.0,17.0,20.0,1.0,2.0,13.0,6.0,5.0,9.0,2,2W,0,20.0,8.0,16.0,13.0,21.0
661,5,5D,6,6H,0,0,0,0,40,40M,4.0,37.0,17.0,17.0,20.0,17.0,2.0,13.0,6.0,5.0,9.0,13.0,2,2W,0,14.0,6.0,4.0,21.0,24.0
662,5,5D,7,7H,0,0,0,0,0,0M,37.0,17.0,17.0,20.0,17.0,41.0,13.0,6.0,5.0,9.0,13.0,20.0,2,2W,0,15.0,18.0,16.0,44.0,36.0
663,5,5D,7,7H,0,0,0,0,20,20M,17.0,17.0,20.0,17.0,41.0,27.0,6.0,5.0,9.0,13.0,20.0,14.0,2,2W,0,14.0,11.0,8.0,44.0,43.0
664,5,5D,7,7H,0,0,0,0,40,40M,17.0,20.0,17.0,41.0,27.0,27.0,5.0,9.0,13.0,20.0,14.0,15.0,2,2W,0,12.0,6.0,12.0,68.0,75.0
665,5,5D,8,8H,1,0,0,0,0,0M,20.0,17.0,41.0,27.0,27.0,22.0,9.0,13.0,20.0,14.0,15.0,14.0,2,2W,0,20.0,15.0,16.0,70.0,58.0
666,5,5D,8,8H,1,0,0,0,20,20M,17.0,41.0,27.0,27.0,22.0,13.0,13.0,20.0,14.0,15.0,14.0,12.0,2,2W,0,22.0,19.0,14.0,84.0,83.0
667,5,5D,8,8H,1,0,0,0,40,40M,41.0,27.0,27.0,22.0,13.0,35.0,20.0,14.0,15.0,14.0,12.0,20.0,2,2W,0,24.0,15.0,13.0,113.0,110.0
668,5,5D,9,9H,0,0,1,0,0,0M,27.0,27.0,22.0,13.0,35.0,25.0,14.0,15.0,14.0,12.0,20.0,22.0,2,2W,0,35.0,20.0,14.0,121.0,132.0
669,5,5D,9,9H,0,0,1,0,20,20M,27.0,22.0,13.0,35.0,25.0,31.0,15.0,14.0,12.0,20.0,22.0,24.0,2,2W,0,34.0,35.0,8.0,147.0,131.0
670,5,5D,9,9H,0,0,1,0,40,40M,22.0,13.0,35.0,25.0,31.0,54.0,14.0,12.0,20.0,22.0,24.0,35.0,2,2W,0,20.0,26.0,24.0,116.0,143.0
671,5,5D,10,10H,0,0,0,0,0,0M,13.0,35.0,25.0,31.0,54.0,46.0,12.0,20.0,22.0,24.0,35.0,34.0,2,2W,0,16.0,25.0,20.0,131.0,132.0
672,5,5D,10,10H,0,0,0,0,20,20M,35.0,25.0,31.0,54.0,46.0,41.0,20.0,22.0,24.0,35.0,34.0,20.0,2,2W,0,36.0,23.0,13.0,120.0,84.0
673,5,5D,10,10H,0,0,0,0,40,40M,25.0,31.0,54.0,46.0,41.0,19.0,22.0,24.0,35.0,34.0,20.0,16.0,2,2W,0,28.0,17.0,15.0,102.0,74.0
674,5,5D,11,11H,0,0,0,0,0,0M,31.0,54.0,46.0,41.0,19.0,55.0,24.0,35.0,34.0,20.0,16.0,36.0,2,2W,0,22.0,25.0,16.0,103.0,72.0
675,5,5D,11,11H,0,0,0,0,20,20M,54.0,46.0,41.0,19.0,55.0,43.0,35.0,34.0,20.0,16.0,36.0,28.0,2,2W,0,28.0,20.0,19.0,105.0,80.0
676,5,5D,11,11H,0,0,0,0,40,40M,46.0,41.0,19.0,55.0,43.0,46.0,34.0,20.0,16.0,36.0,28.0,22.0,2,2W,0,13.0,16.0,19.0,108.0,72.0
677,5,5D,12,12H,0,0,0,0,0,0M,41.0,19.0,55.0,43.0,46.0,55.0,20.0,16.0,36.0,28.0,22.0,28.0,2,2W,0,29.0,16.0,14.0,97.0,86.0
678,5,5D,12,12H,0,0,0,0,20,20M,19.0,55.0,43.0,46.0,55.0,18.0,16.0,36.0,28.0,22.0,28.0,13.0,2,2W,0,17.0,23.0,26.0,95.0,63.0
679,5,5D,12,12H,0,0,0,0,40,40M,55.0,43.0,46.0,55.0,18.0,44.0,36.0,28.0,22.0,28.0,13.0,29.0,2,2W,0,25.0,22.0,17.0,107.0,106.0
680,5,5D,13,13H,0,0,0,0,0,0M,43.0,46.0,55.0,18.0,44.0,32.0,28.0,22.0,28.0,13.0,29.0,17.0,2,2W,0,32.0,19.0,10.0,119.0,77.0
681,5,5D,13,13H,0,0,0,0,20,20M,46.0,55.0,18.0,44.0,32.0,31.0,22.0,28.0,13.0,29.0,17.0,25.0,2,2W,0,35.0,27.0,15.0,112.0,57.0
682,5,5D,13,13H,0,0,0,0,40,40M,55.0,18.0,44.0,32.0,31.0,49.0,28.0,13.0,29.0,17.0,25.0,32.0,2,2W,0,32.0,8.0,12.0,150.0,86.0
683,5,5D,14,14H,0,0,0,0,0,0M,18.0,44.0,32.0,31.0,49.0,52.0,13.0,29.0,17.0,25.0,32.0,35.0,2,2W,0,32.0,26.0,18.0,108.0,101.0
684,5,5D,14,14H,0,0,0,0,20,20M,44.0,32.0,31.0,49.0,52.0,38.0,29.0,17.0,25.0,32.0,35.0,32.0,2,2W,0,33.0,30.0,15.0,130.0,89.0
685,5,5D,14,14H,0,0,0,0,40,40M,32.0,31.0,49.0,52.0,38.0,52.0,17.0,25.0,32.0,35.0,32.0,32.0,2,2W,0,32.0,23.0,11.0,134.0,111.0
686,5,5D,15,15H,0,0,0,0,0,0M,31.0,49.0,52.0,38.0,52.0,52.0,25.0,32.0,35.0,32.0,32.0,33.0,2,2W,0,19.0,29.0,26.0,131.0,89.0
687,5,5D,15,15H,0,0,0,0,20,20M,49.0,52.0,38.0,52.0,52.0,49.0,32.0,35.0,32.0,32.0,33.0,32.0,2,2W,0,18.0,25.0,17.0,138.0,99.0
688,5,5D,15,15H,0,0,0,0,40,40M,52.0,38.0,52.0,52.0,49.0,32.0,35.0,32.0,32.0,33.0,32.0,19.0,2,2W,0,21.0,19.0,20.0,91.0,83.0
689,5,5D,16,16H,0,0,0,0,0,0M,38.0,52.0,52.0,49.0,32.0,27.0,32.0,32.0,33.0,32.0,19.0,18.0,2,2W,0,29.0,28.0,18.0,119.0,86.0
690,5,5D,16,16H,0,0,0,0,20,20M,52.0,52.0,49.0,32.0,27.0,29.0,32.0,33.0,32.0,19.0,18.0,21.0,2,2W,0,26.0,24.0,26.0,114.0,86.0
691,5,5D,16,16H,0,0,0,0,40,40M,52.0,49.0,32.0,27.0,29.0,58.0,33.0,32.0,19.0,18.0,21.0,29.0,2,2W,0,14.0,16.0,10.0,88.0,81.0
692,5,5D,17,17H,0,0,0,1,0,0M,49.0,32.0,27.0,29.0,58.0,34.0,32.0,19.0,18.0,21.0,29.0,26.0,2,2W,0,8.0,15.0,14.0,110.0,91.0
693,5,5D,17,17H,0,0,0,1,20,20M,32.0,27.0,29.0,58.0,34.0,31.0,19.0,18.0,21.0,29.0,26.0,14.0,2,2W,0,16.0,20.0,19.0,106.0,88.0
694,5,5D,17,17H,0,0,0,1,40,40M,27.0,29.0,58.0,34.0,31.0,13.0,18.0,21.0,29.0,26.0,14.0,8.0,2,2W,0,12.0,8.0,7.0,73.0,86.0
695,5,5D,18,18H,0,1,0,0,0,0M,29.0,58.0,34.0,31.0,13.0,25.0,21.0,29.0,26.0,14.0,8.0,16.0,2,2W,0,10.0,7.0,18.0,111.0,73.0
696,5,5D,18,18H,0,1,0,0,20,20M,58.0,34.0,31.0,13.0,25.0,23.0,29.0,26.0,14.0,8.0,16.0,12.0,2,2W,0,5.0,18.0,9.0,116.0,76.0
697,5,5D,18,18H,0,1,0,0,40,40M,34.0,31.0,13.0,25.0,23.0,19.0,26.0,14.0,8.0,16.0,12.0,10.0,2,2W,0,9.0,15.0,8.0,32.0,68.0
698,5,5D,19,19H,0,0,0,0,0,0M,31.0,13.0,25.0,23.0,19.0,7.0,14.0,8.0,16.0,12.0,10.0,5.0,2,2W,0,13.0,11.0,15.0,45.0,56.0
699,5,5D,19,19H,0,0,0,0,20,20M,13.0,25.0,23.0,19.0,7.0,15.0,8.0,16.0,12.0,10.0,5.0,9.0,2,2W,0,13.0,7.0,5.0,26.0,59.0
700,5,5D,19,19H,0,0,0,0,40,40M,25.0,23.0,19.0,7.0,15.0,27.0,16.0,12.0,10.0,5.0,9.0,13.0,2,2W,0,11.0,18.0,14.0,24.0,50.0
701,5,5D,20,20H,0,0,0,0,0,0M,23.0,19.0,7.0,15.0,27.0,29.0,12.0,10.0,5.0,9.0,13.0,13.0,2,2W,0,12.0,12.0,9.0,20.0,72.0
702,5,5D,20,20H,0,0,0,0,20,20M,19.0,7.0,15.0,27.0,29.0,29.0,10.0,5.0,9.0,13.0,13.0,11.0,2,2W,0,13.0,15.0,17.0,26.0,41.0
703,5,5D,20,20H,0,0,0,0,40,40M,7.0,15.0,27.0,29.0,29.0,17.0,5.0,9.0,13.0,13.0,11.0,12.0,2,2W,0,12.0,9.0,17.0,14.0,25.0
704,5,5D,21,21H,0,0,0,0,0,0M,15.0,27.0,29.0,29.0,17.0,24.0,9.0,13.0,13.0,11.0,12.0,13.0,2,2W,0,10.0,8.0,10.0,14.0,18.0
705,5,5D,21,21H,0,0,0,0,20,20M,27.0,29.0,29.0,17.0,24.0,32.0,13.0,13.0,11.0,12.0,13.0,12.0,2,2W,0,5.0,10.0,12.0,22.0,28.0
706,5,5D,21,21H,0,0,0,0,40,40M,29.0,29.0,17.0,24.0,32.0,15.0,13.0,11.0,12.0,13.0,12.0,10.0,2,2W,0,7.0,5.0,7.0,9.0,26.0
707,5,5D,22,22H,0,0,0,0,0,0M,29.0,17.0,24.0,32.0,15.0,11.0,11.0,12.0,13.0,12.0,10.0,5.0,2,2W,0,2.0,7.0,9.0,13.0,35.0
708,5,5D,22,22H,0,0,0,0,20,20M,17.0,24.0,32.0,15.0,11.0,15.0,12.0,13.0,12.0,10.0,5.0,7.0,2,2W,0,2.0,11.0,3.0,15.0,26.0
709,5,5D,22,22H,0,0,0,0,40,40M,24.0,32.0,15.0,11.0,15.0,2.0,13.0,12.0,10.0,5.0,7.0,2.0,2,2W,0,7.0,3.0,6.0,7.0,16.0
710,5,5D,23,23H,0,0,0,0,0,0M,32.0,15.0,11.0,15.0,2.0,3.0,12.0,10.0,5.0,7.0,2.0,2.0,2,2W,0,2.0,5.0,10.0,20.0,24.0
711,5,5D,23,23H,0,0,0,0,20,20M,15.0,11.0,15.0,2.0,3.0,15.0,10.0,5.0,7.0,2.0,2.0,7.0,2,2W,0,4.0,6.0,8.0,10.0,17.0
712,5,5D,23,23H,0,0,0,0,40,40M,11.0,15.0,2.0,3.0,15.0,3.0,5.0,7.0,2.0,2.0,7.0,2.0,2,2W,0,7.0,4.0,3.0,12.0,12.0
713,6,6D,0,0H,0,0,0,0,0,0M,15.0,2.0,3.0,15.0,3.0,10.0,7.0,2.0,2.0,7.0,2.0,4.0,3,3W,0,38.0,5.0,2.0,13.0,20.0
714,6,6D,0,0H,0,0,0,0,20,20M,2.0,3.0,15.0,3.0,10.0,17.0,2.0,2.0,7.0,2.0,4.0,7.0,3,3W,0,31.0,4.0,2.0,12.0,12.0
715,6,6D,0,0H,0,0,0,0,40,40M,3.0,15.0,3.0,10.0,17.0,58.0,2.0,7.0,2.0,4.0,7.0,38.0,3,3W,0,36.0,41.0,29.0,27.0,137.0
716,6,6D,1,1H,0,0,0,0,0,0M,15.0,3.0,10.0,17.0,58.0,42.0,7.0,2.0,4.0,7.0,38.0,31.0,3,3W,0,2.0,39.0,21.0,18.0,63.0
717,6,6D,1,1H,0,0,0,0,20,20M,3.0,10.0,17.0,58.0,42.0,50.0,2.0,4.0,7.0,38.0,31.0,36.0,3,3W,0,2.0,15.0,24.0,18.0,82.0
718,6,6D,1,1H,0,0,0,0,40,40M,10.0,17.0,58.0,42.0,50.0,7.0,4.0,7.0,38.0,31.0,36.0,2.0,3,3W,0,1.0,1.0,5.0,1.0,9.0
719,6,6D,2,2H,0,0,0,0,0,0M,17.0,58.0,42.0,50.0,7.0,3.0,7.0,38.0,31.0,36.0,2.0,2.0,3,3W,0,4.0,2.0,3.0,5.0,6.0
720,6,6D,2,2H,0,0,0,0,20,20M,58.0,42.0,50.0,7.0,3.0,5.0,38.0,31.0,36.0,2.0,2.0,1.0,3,3W,0,2.0,4.0,2.0,6.0,4.0
721,6,6D,2,2H,0,0,0,0,40,40M,42.0,50.0,7.0,3.0,5.0,12.0,31.0,36.0,2.0,2.0,1.0,4.0,3,3W,0,2.0,5.0,3.0,1.0,14.0
722,6,6D,3,3H,0,0,0,0,0,0M,50.0,7.0,3.0,5.0,12.0,6.0,36.0,2.0,2.0,1.0,4.0,2.0,3,3W,0,5.0,3.0,4.0,3.0,4.0
723,6,6D,3,3H,0,0,0,0,20,20M,7.0,3.0,5.0,12.0,6.0,6.0,2.0,2.0,1.0,4.0,2.0,2.0,3,3W,0,3.0,2.0,3.0,5.0,4.0
724,6,6D,3,3H,0,0,0,0,40,40M,3.0,5.0,12.0,6.0,6.0,10.0,2.0,1.0,4.0,2.0,2.0,5.0,3,3W,0,2.0,4.0,5.0,3.0,6.0
725,6,6D,4,4H,0,0,0,0,0,0M,5.0,12.0,6.0,6.0,10.0,11.0,1.0,4.0,2.0,2.0,5.0,3.0,3,3W,0,1.0,1.0,3.0,3.0,3.0
726,6,6D,4,4H,0,0,0,0,20,20M,12.0,6.0,6.0,10.0,11.0,5.0,4.0,2.0,2.0,5.0,3.0,2.0,3,3W,0,6.0,8.0,4.0,6.0,3.0
727,6,6D,4,4H,0,0,0,0,40,40M,6.0,6.0,10.0,11.0,5.0,5.0,2.0,2.0,5.0,3.0,2.0,1.0,3,3W,0,9.0,1.0,4.0,7.0,2.0
728,6,6D,5,5H,0,0,0,0,0,0M,6.0,10.0,11.0,5.0,5.0,16.0,2.0,5.0,3.0,2.0,1.0,6.0,3,3W,0,13.0,2.0,7.0,2.0,5.0
729,6,6D,5,5H,0,0,0,0,20,20M,10.0,11.0,5.0,5.0,16.0,16.0,5.0,3.0,2.0,1.0,6.0,9.0,3,3W,0,9.0,13.0,8.0,3.0,5.0
730,6,6D,5,5H,0,0,0,0,40,40M,11.0,5.0,5.0,16.0,16.0,39.0,3.0,2.0,1.0,6.0,9.0,13.0,3,3W,0,8.0,6.0,5.0,8.0,6.0
731,6,6D,6,6H,0,0,0,0,0,0M,5.0,5.0,16.0,16.0,39.0,23.0,2.0,1.0,6.0,9.0,13.0,9.0,3,3W,0,13.0,5.0,5.0,7.0,14.0
732,6,6D,6,6H,0,0,0,0,20,20M,5.0,16.0,16.0,39.0,23.0,21.0,1.0,6.0,9.0,13.0,9.0,8.0,3,3W,0,10.0,9.0,4.0,9.0,12.0
733,6,6D,6,6H,0,0,0,0,40,40M,16.0,16.0,39.0,23.0,21.0,21.0,6.0,9.0,13.0,9.0,8.0,13.0,3,3W,0,20.0,13.0,6.0,11.0,16.0
